group,names,scores,logfoldchanges,pvals,pvals_adj
CD4 T cells,STK17A,0.7564609,,0.4493728939219028,0.532432338770027
CD4 T cells,MEF2D,0.73892695,,0.4599513632496134,0.5420758553324848
CD4 T cells,CDC42EP3,0.72313184,,0.4695988746773391,0.5524692643262813
CD4 T cells,MYOM2,0.7160313,3.0136802,0.4739720064225629,0.5563051718574682
CD4 T cells,CYLD,0.71124935,,0.4769297444154418,0.5594483805459728
CD4 T cells,PSMC5,0.7000189,,0.48391550936363825,0.5663142297994596
CD4 T cells,CRIP2,0.69719315,,0.48568191727478727,0.5680490260523828
CD4 T cells,PXMP4,0.6963962,,0.48618076500828533,0.5682861921890268
CD4 T cells,ARIH2OS,0.6959614,,0.4864529805138069,0.5682861921890268
CD4 T cells,TERF2IP,0.6790071,,0.4971333695754523,0.5777261703375389
CD4 T cells,PRDM2,0.67034876,,0.5026354775141022,0.5831038022205363
CD4 T cells,C19orf33,0.66618264,,0.5052943623066776,0.585170077946355
CD4 T cells,PKN2,0.66618264,,0.5052943623066776,0.585170077946355
CD4 T cells,CXCL10,0.66553056,0.76362354,0.5057112050796105,0.5853138947680677
CD4 T cells,PNRC1,0.6619803,,0.5079838541492728,0.5876042268933173
CD4 T cells,PRR5L,0.6555318,,0.5121253928326064,0.5917104481023759
CD4 T cells,SRSF6,0.64531577,,0.5187225814432261,0.598641178815033
CD4 T cells,NELFB,0.63096976,2.025219,0.5280602875254928,0.607664312457414
CD4 T cells,FCGR3B,0.6304988,-1.7709477,0.528368274146015,0.6076690904497009
CD4 T cells,ERH,0.6157543,,0.5380566700094751,0.6175561223323517
CD4 T cells,KIF5B,0.59952456,,0.5488231548843153,0.6279441131399489
CD4 T cells,RP11-314N13.3,0.592424,-0.36757934,0.5535667021833096,0.6315649768206614
CD4 T cells,UBE2Q1,0.58651894,,0.5575268269477881,0.6349963860453167
CD4 T cells,CYTL1,0.58488876,3.0502717,0.5586225368980962,0.635882227544788
CD4 T cells,ATG16L1,0.5694559,,0.5690467717368135,0.6455437002119269
CD4 T cells,ACTN4,0.5680793,,0.5699811278813659,0.6462371064414579
CD4 T cells,ISCU,0.5623554,,0.5738739071647629,0.6499138246486557
CD4 T cells,HNRNPM,0.5543854,,0.5793151177234411,0.6553338435785533
CD4 T cells,C19orf59,0.5537333,,0.5797613772720163,0.6554679222973615
CD4 T cells,ZRANB3,0.55076265,0.37256545,0.581796374911183,0.6570819318787917
CD4 T cells,GADD45B,0.55069023,,0.58184605067867,0.6570819318787917
CD4 T cells,MANF,0.5165642,,0.6054604382057326,0.6799106549194077
CD4 T cells,RAB9A,0.51152855,,0.608980983564846,0.6827141071354775
CD4 T cells,NFU1,0.50526124,,0.6133753451956241,0.6868704873411244
CD4 T cells,DMAP1,0.4924006,,0.6224361781437098,0.6946832345353904
CD4 T cells,AFAP1L2,0.48591593,,0.6270267800998397,0.6990265107021624
CD4 T cells,HEXIM2,0.46686038,,0.640599763018904,0.7115054450564505
CD4 T cells,VAPA,0.4662083,,0.641066405995862,0.7115054450564505
CD4 T cells,ICAM2,0.4606293,,0.6450645796773266,0.7148106059782297
CD4 T cells,ECHDC1,0.4547605,,0.6492815522756737,0.7190271896740573
CD4 T cells,DAK,0.4517174,,0.6514725747239622,0.7206555030132326
CD4 T cells,CARHSP1,0.44584858,,0.6557066150014483,0.7237379856528127
CD4 T cells,KCTD10,0.43621215,,0.6626828117152224,0.7306315454412595
CD4 T cells,C1orf50,0.4337487,,0.6644709376417046,0.7317961868300712
CD4 T cells,ACP1,0.4262859,,0.6698995384830002,0.7369631886501652
CD4 T cells,QRICH1,0.41440335,,0.6785787314849174,0.7446383975133561
CD4 T cells,GLYCTK,0.414186,,0.6787378993334241,0.7446383975133561
CD4 T cells,AKR1C3,0.4103459,,0.6815522218572362,0.7464975047724383
CD4 T cells,DCAF5,0.40480313,,0.6856222216431862,0.7501021995467514
CD4 T cells,QPRT,0.39549273,2.3872201,0.6924792794146479,0.7563946252481135
CD4 T cells,HSPB11,0.39382628,,0.693709296207362,0.7569113979349286
CD4 T cells,MOB2,0.39215982,,0.6949401205161865,0.7576029669748439
CD4 T cells,APOOL,0.38857335,1.177153,0.6975917940132726,0.759903915047138
CD4 T cells,ARPC5L,0.3858563,,0.6996031010623682,0.7611382233690298
CD4 T cells,CNRIP1,0.38549402,-0.6225238,0.6998714350137722,0.7611382233690298
CD4 T cells,SWAP70,0.38418984,,0.700837747328821,0.7613663740671602
CD4 T cells,FAM210B,0.3833204,,0.7014822246780685,0.7616527955245044
CD4 T cells,TYW5,0.37672704,,0.7063764730602107,0.7665507032666421
CD4 T cells,CYFIP1,0.37288696,,0.7092325900765588,0.7688158158011478
CD4 T cells,SH3KBP1,0.3719088,,0.709960747022617,0.7691882416279707
CD4 T cells,CLPX,0.3531069,,0.7240083210047117,0.7831350146075843
CD4 T cells,RGS14,0.34162283,,0.7326347476629815,0.7911822328973882
CD4 T cells,DHRS7,0.33992016,,0.7339166555133716,0.7921388618600881
CD4 T cells,CD93,0.33137053,,0.7403646219007081,0.7978067046343836
CD4 T cells,SEPW1,0.32716817,,0.7435406931310036,0.7999361948692885
CD4 T cells,MTERFD1,0.32206014,,0.7474071414271457,0.8032317479066585
CD4 T cells,GBP4,0.31245992,,0.7546910237051826,0.8097543172802388
CD4 T cells,CTSW,0.31130064,,0.7555720795976197,0.8102649647159461
CD4 T cells,RILPL2,0.3055043,,0.759982107856811,0.8141211653527702
CD4 T cells,CCDC107,0.2880065,,0.7733417411936436,0.8259859736494386
CD4 T cells,TPST2,0.28775293,,0.7735358643226993,0.8259859736494386
CD4 T cells,XCL1,0.27847877,,0.78064486330407,0.8322439907292858
CD4 T cells,GPR171,0.27782667,,0.7811454131274652,0.8323339511214334
CD4 T cells,S1PR4,0.27108842,,0.786323035976884,0.8374047241500363
CD4 T cells,PGF,0.2694944,0.67215055,0.7875492426531817,0.8379657455249978
CD4 T cells,KLF13,0.26898724,,0.7879395099486863,0.8379657455249978
CD4 T cells,AC195454.1,0.26876986,0.8282967,0.7881067836662604,0.8379657455249978
CD4 T cells,RAB27B,0.26471242,,0.79123101226543,0.8403940650721509
CD4 T cells,AP003733.1,0.25572807,,0.7981608258484026,0.8464652989787701
CD4 T cells,SFR1,0.25565562,,0.7982167769369801,0.8464652989787701
CD4 T cells,APOBEC3H,0.23540458,0.110976,0.8138947304492997,0.8612642650257141
CD4 T cells,E2F3,0.23167318,,0.8167918669168844,0.8634163498064318
CD4 T cells,DEGS1,0.228775,,0.8190438007458737,0.8648825773451676
CD4 T cells,TMEM199,0.21131347,,0.832642673192904,0.8769275125780979
CD4 T cells,CTC-260E6.6,0.20834284,-1.4308704,0.8349612871094336,0.8780419102843877
CD4 T cells,RPN2,0.2073647,,0.8357250482528503,0.8783237501343671
CD4 T cells,TMEM177,0.18385322,,0.8541286008267774,0.8929729229762441
CD4 T cells,BNIP2,0.18164337,,0.855862616273609,0.894318303316206
CD4 T cells,CRLS1,0.17885387,,0.8580524484631932,0.8956706142622058
CD4 T cells,IFI27,0.17707872,,0.8594465480616285,0.8961903525147326
CD4 T cells,NF1,0.17204314,,0.8634036096893998,0.8993787600931248
CD4 T cells,MOCS2,0.16914497,,0.865682616451477,0.9012833070811838
CD4 T cells,DYNLL1,0.16617434,,0.8680197579464473,0.9023074406927727
CD4 T cells,GALT,0.1592187,,0.8734965685201715,0.906705484348847
CD4 T cells,S100B,0.1590738,,0.8736107341701141,0.906705484348847
CD4 T cells,XCL2,0.15740734,,0.8749238277090419,0.9073636361509428
CD4 T cells,HMGB2,0.15635675,,0.8757518248192036,0.9075148443722317
CD4 T cells,GP9,0.15530616,0.9000475,0.8765799579529743,0.9079025975691085
CD4 T cells,TANGO6,0.1487128,,0.8817802566437627,0.9109300171939697
CD4 T cells,DNAJA1,0.14661163,,0.8834385771618682,0.9121719950045103
CD4 T cells,NAT14,0.14436553,-1.2059186,0.8852118294369864,0.9135312997285722
CD4 T cells,TCL1B,0.13538118,1.8893063,0.8923105016818604,0.919603477971251
CD4 T cells,ETS1,0.1331351,,0.8940865416400292,0.919603477971251
CD4 T cells,CCND3,0.13299018,,0.8942011431975057,0.919603477971251
CD4 T cells,RELB,0.13226564,,0.8947741840660272,0.919603477971251
CD4 T cells,LAT2,0.12617946,,0.8995898667417896,0.9236035592831516
CD4 T cells,AC093323.3,0.1186442,,0.9055572469768836,0.9283006119701522
CD4 T cells,BOLA1,0.10118267,2.1002245,0.9194054526515162,0.9405682380066661
CD4 T cells,TMEM50A,0.10016831,,0.920210705687176,0.940606306165004
CD4 T cells,KARS,0.09900904,,0.9211310950149757,0.9408897804034482
CD4 T cells,RP11-111M22.3,0.095531225,,0.9238928919786221,0.9432290882885371
CD4 T cells,VPS28,0.094661765,,0.9245834859081947,0.943452536641015
CD4 T cells,ARPC1B,0.093647406,,0.9253892506303973,0.9437228967862454
CD4 T cells,PSMA7,0.09314022,,0.9257921617473067,0.9437228967862454
CD4 T cells,BTN3A2,0.09125641,,0.9272888545797461,0.944767044910592
CD4 T cells,FAAH,0.08850314,,0.9294767901310429,0.9460323563674736
CD4 T cells,DUSP22,0.07734515,,0.9383489743395332,0.9545767795926076
CD4 T cells,C4orf33,0.07176615,,0.9427880076440314,0.9586049899786795
CD4 T cells,SREBF1,0.06872307,2.1566832,0.9452100565822423,0.9597212234095911
CD4 T cells,PCYT1A,0.063651256,-0.80867827,0.9492479195102985,0.9627260846960431
CD4 T cells,TMEM102,0.05698544,,0.9545567913325195,0.9668516261127903
CD4 T cells,MFSD10,0.0562609,,0.955133968360737,0.9668516261127903
CD4 T cells,S100A11,0.05611599,,0.9552494065994368,0.9668516261127903
CD4 T cells,LTC4S,0.055246536,,0.9559420556600502,0.967063283419373
CD4 T cells,AHNAK,0.04459573,,0.9644295479222428,0.973679503202668
CD4 T cells,PMF1,0.027641382,,0.9779481767574956,0.98600961890138
CD4 T cells,FCRLA,0.024453385,,0.9804909663589085,0.9875432086580634
CD4 T cells,TCP1,0.024091111,,0.9807799327489526,0.9875432086580634
CD4 T cells,DNAJA2,0.023040522,,0.981617949406115,0.9875432086580634
CD4 T cells,ACY3,0.021845024,,0.982571579191343,0.9880056100465993
CD4 T cells,VTI1A,0.020106116,,0.9839587211508539,0.988406550628683
CD4 T cells,HVCN1,0.017280392,,0.9862129284112928,0.9900828317982584
CD4 T cells,TTC38,0.01677321,,0.9866175418869646,0.9900828317982584
CD4 T cells,SLC6A12,0.0085134,0.56264395,0.9932073712085533,0.9937042233202134
CD4 T cells,SIVA1,0.005180495,,0.9958665816768701,0.9958665816768701
CD4 T cells,ATP5H,-0.0093104,,0.9925714831219948,0.993565048170165
CD4 T cells,ARMC7,-0.009636445,,0.9923113484236407,0.993565048170165
CD4 T cells,MRPL43,-0.011411579,,0.9908950745674371,0.992880836239917
CD4 T cells,SYVN1,-0.014454667,,0.9884672457464413,0.9909446072646028
CD4 T cells,TRPM4,-0.015541485,3.5129998,0.9876001887376246,0.9905719044509775
CD4 T cells,HERPUD2,-0.020540843,,0.9836119309504117,0.988406550628683
CD4 T cells,PCNA,-0.023366567,,0.9813578730570713,0.9875432086580634
CD4 T cells,ARHGDIA,-0.027424017,,0.9781215419501689,0.98600961890138
CD4 T cells,C1GALT1C1,-0.035321556,,0.9718233353318432,0.9806491779332424
CD4 T cells,DUT,-0.045465183,,0.9637365272731604,0.973471239669859
CD4 T cells,VOPP1,-0.046624452,,0.9628125424450301,0.9730293506266094
CD4 T cells,ATAD3C,-0.054594446,,0.9564615643186201,0.9670996605850557
CD4 T cells,VIPR1,-0.061115347,,0.9512673463439988,0.9642851964967043
CD4 T cells,SUOX,-0.065969795,0.97262764,0.9474018713096071,0.9613413204562222
CD4 T cells,WLS,-0.06857816,1.1676337,0.9453254050584472,0.9597212234095911
CD4 T cells,NDUFA12,-0.06988234,,0.9442873103283678,0.9596415755369592
CD4 T cells,ITGB7,-0.08937259,,0.9287858047311528,0.9458103917832513
CD4 T cells,UGT2B17,-0.09995095,0.92659134,0.9203832705824564,0.940606306165004
CD4 T cells,MAP3K7CL,-0.1024144,,0.9184277565777605,0.9400488808370119
CD4 T cells,PHF12,-0.103573665,,0.9175076846683292,0.939588002732544
CD4 T cells,C2orf76,-0.10962362,,0.9127078798330276,0.9351515162223644
CD4 T cells,C9orf16,-0.12125256,,0.9034909943919383,0.9266574301455777
CD4 T cells,SEC11C,-0.121325016,,0.903433607749689,0.9266574301455777
CD4 T cells,GPR153,-0.12628815,0.6874662,0.8995038394434149,0.9236035592831516
CD4 T cells,FUS,-0.13262792,,0.8944876567484816,0.919603477971251
CD4 T cells,SRPR,-0.13342491,,0.8938573451602162,0.919603477971251
CD4 T cells,EVA1B,-0.13480155,2.2782407,0.8927687832338498,0.919603477971251
CD4 T cells,TCEA1,-0.13976468,,0.8888459224445346,0.9168085842646051
CD4 T cells,TNRC6B,-0.14943735,,0.8812085417496629,0.9108098622735533
CD4 T cells,ATP5C1,-0.15088645,,0.8800652979504157,0.9100985501038424
CD4 T cells,FBXW4,-0.1515023,,0.8795794948847208,0.9100667303514959
CD4 T cells,ALKBH4,-0.15342234,,0.8780652241318572,0.9089702113166224
CD4 T cells,GALK1,-0.15711753,,0.8751522270675844,0.9073636361509428
CD4 T cells,CLIC3,-0.16037798,,0.8725833383417336,0.9065800917836193
CD4 T cells,KLC4,-0.16675396,-5.003796,0.8675636390929039,0.9023022767476899
CD4 T cells,DHX34,-0.16740605,,0.8670505580851402,0.9022378335953593
CD4 T cells,RWDD4,-0.17508623,,0.8610118756021004,0.8973547426806674
CD4 T cells,HIST1H2AC,-0.17776705,,0.8589059265708887,0.8960938201052568
CD4 T cells,MIS18BP1,-0.1788901,,0.8580240020444156,0.8956706142622058
CD4 T cells,PIGT,-0.18472268,,0.8534465578696321,0.8927265249682345
CD4 T cells,GBP1,-0.18559213,,0.8527646244451098,0.89247998372068
CD4 T cells,PCNP,-0.18624422,,0.8522532465569894,0.8924117764994653
CD4 T cells,POLR3K,-0.19218549,,0.8475969124444588,0.8880009559397158
CD4 T cells,SNAPIN,-0.19291003,,0.847029427170652,0.887871516950369
CD4 T cells,DAB2,-0.19783694,,0.8431726453830504,0.8842922342769275
CD4 T cells,RNF125,-0.19856149,,0.8426057863484651,0.8841613707748847
CD4 T cells,RP11-416N2.4,-0.20066266,-1.4134711,0.8409623573156013,0.882900112667298
CD4 T cells,RALBP1,-0.2037782,,0.8385268259686989,0.880805489462919
CD4 T cells,NPRL2,-0.20827039,,0.8350178566804527,0.8780419102843877
CD4 T cells,MICU1,-0.20993683,,0.8337169730948264,0.8775968137840279
CD4 T cells,NCOR2,-0.2158781,,0.8290827673813277,0.8736383217927584
CD4 T cells,TMEM91,-0.21696492,,0.8282356849027317,0.8732057827124214
CD4 T cells,TANK,-0.21921101,,0.826485681742879,0.8718203393912226
CD4 T cells,NAP1L4,-0.22457264,,0.8223117530162267,0.8678752010725348
CD4 T cells,TAF6L,-0.22902858,,0.8188466966492169,0.8648825773451676
CD4 T cells,C9orf142,-0.2337019,,0.8152164115196119,0.8622066753248142
CD4 T cells,TINF2,-0.2427587,,0.8081923231089597,0.8556827137204444
CD4 T cells,HDGF,-0.2465988,,0.8052187352454785,0.8529859483532611
CD4 T cells,SLC6A6,-0.24927962,,0.8031445001109991,0.8512395337689445
CD4 T cells,ARSG,-0.26210406,,0.7932412208587485,0.8420819754339156
CD4 T cells,RP11-488C13.5,-0.26623395,,0.7900590305259652,0.8395951440233425
CD4 T cells,IFIT2,-0.28188413,,0.778032362031964,0.8299011861674283
CD4 T cells,DENND5A,-0.28666613,,0.7743679808992258,0.8264332773737735
CD4 T cells,CD9,-0.28789786,,0.7734249350850394,0.8259859736494386
CD4 T cells,NFE2,-0.29601276,,0.7672203460666933,0.820556519857426
CD4 T cells,PLA2G7,-0.29695466,,0.7665011276579523,0.8202259257977018
CD4 T cells,SMARCA4,-0.30202648,,0.7626318852144423,0.8165223610433
CD4 T cells,MVD,-0.30608392,,0.7595407510823919,0.8140844063048145
CD4 T cells,TPD52L2,-0.31651735,,0.7516098478669695,0.8068812108072673
CD4 T cells,LMNB1,-0.3176404,,0.750757719215563,0.8063992687600032
CD4 T cells,RP11-1151B14.4,-0.32564664,0.8337314,0.7446917300737395,0.8007437957782144
CD4 T cells,TMEM194A,-0.32941425,1.7434272,0.7418425910153343,0.7985388493168292
CD4 T cells,ADD1,-0.33071843,,0.7408571721004813,0.797907562843814
CD4 T cells,FAM221A,-0.33339927,,0.7388329249053565,0.7965853637793601
CD4 T cells,BRWD1,-0.33629742,,0.7366465842661709,0.794656509456495
CD4 T cells,SPPL2A,-0.3455716,,0.7296646870175938,0.788400526221063
CD4 T cells,AC009501.4,-0.3462237,0.9616536,0.7291746068344438,0.7882968722534527
CD4 T cells,EXOC4,-0.3680325,,0.7128490055687268,0.7714816077583623
CD4 T cells,MT-CO2,-0.37100312,,0.7106352026549896,0.7695021144071355
CD4 T cells,PPA1,-0.37353903,,0.708747299595,0.7687063986930586
CD4 T cells,AMDHD2,-0.38498685,,0.7002471654995075,0.7611382233690298
CD4 T cells,GPBP1L1,-0.38763142,,0.6982888074192282,0.7602491098739556
CD4 T cells,TWF2,-0.39194247,,0.6951007221994192,0.7576029669748439
CD4 T cells,ATP6V1D,-0.39440593,,0.6932813725426469,0.7568573936055096
CD4 T cells,SELL,-0.39686936,,0.691463789706799,0.7556981308271027
CD4 T cells,SAMSN1,-0.4043322,,0.6859684614855042,0.7501021995467514
CD4 T cells,MRPS16,-0.40817228,,0.6831472039131908,0.7478349249186544
CD4 T cells,DIDO1,-0.4106357,,0.6813396648861294,0.7464975047724383
CD4 T cells,SH3BP5,-0.4112878,,0.6808615042078953,0.7464975047724383
CD4 T cells,JUND,-0.41748267,,0.6763253967511349,0.7428065862176111
CD4 T cells,WDR45,-0.420562,,0.6740749569524083,0.7407417109367124
CD4 T cells,MRPS18A,-0.42447454,,0.671219778196058,0.7380096516724113
CD4 T cells,MADD,-0.42679307,,0.6695300538229314,0.7369620845601886
CD4 T cells,HIST1H2BC,-0.43447325,,0.6639448194140264,0.7316196357179354
CD4 T cells,CLPP,-0.44374743,,0.6572252088662338,0.7250140197090279
CD4 T cells,NOL7,-0.44831204,,0.6539280058494747,0.7221733913301764
CD4 T cells,G0S2,-0.44925395,,0.6532484677622454,0.7218215113394977
CD4 T cells,RGS18,-0.45070305,,0.652203586090141,0.7210653245883261
CD4 T cells,NLRC4,-0.45280424,,0.6506897198864003,0.7201878471349201
CD4 T cells,IFFO1,-0.46055686,,0.6451165718953522,0.7148106059782297
CD4 T cells,ZC3H15,-0.46200594,,0.6440770574665585,0.7144504242557499
CD4 T cells,USP7,-0.4663532,,0.6409626952893476,0.7115054450564505
CD4 T cells,TBCB,-0.4672951,,0.6402887466029564,0.7115054450564505
CD4 T cells,LMF2,-0.46874422,,0.6392524817399698,0.7110706137263291
CD4 T cells,CDK19,-0.47037444,2.6348786,0.6380875249306324,0.7101697550702643
CD4 T cells,ARID5B,-0.47171485,,0.6371303403995219,0.7094992654783094
CD4 T cells,DNAJC8,-0.47722137,,0.6332044855062018,0.7055203181127597
CD4 T cells,EAPP,-0.49142247,,0.6231276816539946,0.6950671295638534
CD4 T cells,RBP7,-0.4946829,,0.6208239657081047,0.6932707601430539
CD4 T cells,ITSN2,-0.4967841,,0.6193413148471084,0.6920014691029144
CD4 T cells,SPON2,-0.5007691,,0.6165336435663127,0.6892494617845866
CD4 T cells,RMDN3,-0.5021457,,0.6155650198609127,0.6885514763544884
CD4 T cells,NDUFB10,-0.5038122,,0.6143933710615707,0.6876254852395867
CD4 T cells,CELF1,-0.51033306,,0.6098181326974459,0.6832696164677265
CD4 T cells,PTAFR,-0.51402825,,0.6072322356597855,0.681135429792244
CD4 T cells,MPV17,-0.51562226,,0.6061182640871716,0.680267411994581
CD4 T cells,FAM96A,-0.5187378,,0.6039436004586305,0.6785883151220568
CD4 T cells,ZFP36L1,-0.5198246,,0.6031858222605941,0.678117844025401
CD4 T cells,HPRT1,-0.5207665,,0.6025294273277757,0.6777608856330435
CD4 T cells,SUV420H2,-0.5211288,,0.6022770534259665,0.6777608856330435
CD4 T cells,NKIRAS2,-0.53047544,,0.5957823459454531,0.6709260652538886
CD4 T cells,POLR2I,-0.53054786,,0.5957321243188254,0.6709260652538886
CD4 T cells,MRPS12,-0.5319245,,0.5947782804257286,0.6705504852601224
CD4 T cells,DUOX1,-0.5404741,-0.28723553,0.5888700913610845,0.6642640624490519
CD4 T cells,PINK1,-0.5419957,,0.5878214802634455,0.6634553953312026
CD4 T cells,ZNF92,-0.5594572,,0.5758497262611179,0.6517823726781187
CD4 T cells,COMMD3,-0.5646015,,0.5723448598712039,0.6485494162846503
CD4 T cells,MED9,-0.57333225,,0.5664197588893065,0.6429282166734467
CD4 T cells,FNTA,-0.57619417,,0.5644839295491835,0.6410947524692601
CD4 T cells,DDX24,-0.57655644,,0.5642391150698579,0.6410947524692601
CD4 T cells,CCDC109B,-0.5824253,,0.5602802589095346,0.6370440692547296
CD4 T cells,GNG3,-0.5843815,1.8201785,0.5589636377090226,0.6359085753231201
CD4 T cells,FOLR3,-0.58771443,,0.5567239717452154,0.6344432726441201
CD4 T cells,SLC25A14,-0.59090245,,0.5545857834057933,0.6323669138036412
CD4 T cells,ARPC5,-0.5936557,,0.5527424041014934,0.6309844795679149
CD4 T cells,EVI2B,-0.59503233,,0.5518218428335948,0.6302933670286635
CD4 T cells,SKAP2,-0.59640896,,0.5509020353275412,0.6296023260886185
CD4 T cells,YPEL5,-0.5987275,,0.5493545927575657,0.6281927876015616
CD4 T cells,LAS1L,-0.6011185,,0.5477610409676246,0.627087625606897
CD4 T cells,CYTIP,-0.60314727,,0.5464107310179419,0.6259000355302885
CD4 T cells,ARL4A,-0.60749453,,0.5435227745672997,0.6229487387590827
CD4 T cells,FCGR2B,-0.6103927,,0.5416016997314445,0.6211028666645005
CD4 T cells,CTB-152G17.6,-0.615537,,0.5382001606126445,0.6175561223323517
CD4 T cells,SSBP3,-0.6271297,,0.5305742282433421,0.60950514444956
CD4 T cells,RNF213,-0.62923086,,0.5291979234014168,0.6082734751740423
CD4 T cells,SLA,-0.63162184,,0.5276339955889673,0.6075233109832668
CD4 T cells,RP11-432J24.2,-0.6356069,1.0360523,0.5250326964795649,0.6048763784326784
CD4 T cells,SEPP1,-0.6390122,0.6895654,0.5228149815424223,0.602668566619507
CD4 T cells,TNNI2,-0.63995415,,0.5222024214682659,0.6023095980026135
CD4 T cells,C14orf80,-0.6533582,,0.513525375552319,0.5929854221158418
CD4 T cells,ATP5A1,-0.6570534,,0.5111465907748376,0.5909209141905637
CD4 T cells,IGLL5,-0.6666174,,0.505016567697441,0.585170077946355
CD4 T cells,GOLGA7,-0.6739353,,0.5003524630769121,0.5807921800080232
CD4 T cells,KIAA1430,-0.6773406,,0.4981898531678116,0.5786177156420577
CD4 T cells,TRIOBP,-0.68031126,,0.49630738965236365,0.5771016158748414
CD4 T cells,ARRDC4,-0.68096334,2.700695,0.4958946743403825,0.5769571545554188
